id_produto,sku,nome_produto,categoria,marca,preco_lista,custo_unitario,peso_kg,ativo
66,SKU-2193,Sit,Casa,Nike,2456.76,1825.54,8.68,False
67,SKU-4997,Provident,eletronicos,Genérica,1992.68,1282.91,13.4,True
68,SKU-4585,Unde,eletronicos,Genérica,3120.33,1744.2,0.85,True
69,SKU-2988,Voluptas,Casa,Apple,3672.36,2573.25,10.05,True
70,SKU-8251,Temporibus,Beleza,Genérica,3801.66,2836.07,6.46,False
71,SKU-8777,Provident,Casa,LG,3591.92,2427.73,12.61,True
72,SKU-9540,Ducimus,Casa,Genérica,3070.28,1288.36,6.65,True
73,SKU-6502,Explicabo,Roupas,Adidas,960.94,327.0,2.35,False
74,SKU-4505,Laborum,Eletrônicos,Nike,2784.98,1403.07,8.18,False
75,SKU-7883,Sint,Casa,Adidas,277.19,214.28,0.39,False
76,SKU-6763,Quos,Roupas,Nike,1923.61,1397.93,14.31,False
77,SKU-9947,Praesentium,Beleza,Apple,2166.74,1178.95,4.17,False
78,SKU-6507,Quisquam,Casa,Genérica,145.23,55.55,7.06,True
79,SKU-9751,Fugiat,Eletrônicos,Nike,3923.47,2338.18,9.98,True
80,SKU-3223,Saepe,Casa,Apple,2581.72,839.43,5.75,True
81,SKU-6529,Porro,Casa,LG,1835.16,1240.57,12.5,True
82,SKU-8705,Soluta,Eletrônicos,Genérica,3344.6,1905.45,15.0,True
83,SKU-2124,Quisquam,Eletrônicos,Samsung,920.16,712.95,3.07,True
84,SKU-4908,Provident,eletronicos,Nike,2496.7,1584.73,8.5,True
85,SKU-5198,Temporibus,Roupas,Apple,1876.18,1131.24,14.46,True
86,SKU-3683,Aspernatur,Roupas,Samsung,3117.83,1837.47,13.94,False
87,SKU-4249,Consequuntur,Eletrônicos,Adidas,1604.72,1035.54,9.45,True
88,SKU-5941,Similique,Beleza,Samsung,2797.86,1953.22,8.53,True
89,SKU-8018,Officia,Roupas,Samsung,1408.4,778.82,5.18,False
90,SKU-2729,Consectetur,Casa,LG,3294.65,2035.41,12.45,True
91,SKU-9548,Impedit,Roupas,Adidas,1758.88,1238.43,8.12,False
92,SKU-5397,Fuga,Roupas,Apple,1875.55,1341.7,1.39,False
93,SKU-8613,Eius,Beleza,Adidas,998.14,632.91,5.11,False
94,SKU-3979,Magni,Casa,Apple,3408.28,1627.16,3.95,True
95,SKU-5526,Itaque,Beleza,Samsung,3524.87,1967.98,2.95,True
96,SKU-9004,Architecto,Beleza,Apple,2888.7,1864.09,9.72,False
97,SKU-1282,Facere,Eletrônicos,LG,1809.25,743.24,10.41,True
98,SKU-7046,Provident,Casa,Adidas,2665.92,1507.47,6.44,True
99,SKU-8434,Reiciendis,Roupas,LG,1426.69,607.34,1.9,True
100,SKU-9779,Iste,eletronicos,Apple,1282.73,523.6,7.31,True
101,SKU-4180,Earum,Roupas,Apple,3922.63,1884.59,4.6,True
102,SKU-1893,Ratione,Beleza,LG,1119.02,725.92,1.98,False
103,SKU-1200,Reiciendis,Beleza,LG,437.27,233.81,6.66,True
104,SKU-5136,Recusandae,Casa,Samsung,3863.03,2746.83,6.07,True
105,SKU-1878,Labore,eletronicos,Apple,2320.77,1637.47,14.24,True
106,SKU-2940,Voluptate,Beleza,Nike,3975.85,2398.07,11.88,True
107,SKU-7232,Autem,Casa,Nike,3109.5,1395.16,8.87,False
108,SKU-1986,Est,Beleza,Genérica,1242.36,434.35,11.46,True
109,SKU-2330,Quam,eletronicos,Apple,1080.65,418.11,1.22,True
110,SKU-8699,Placeat,Roupas,Samsung,1651.81,686.72,10.63,False
111,SKU-4824,Ipsa,Roupas,Genérica,312.58,185.95,12.08,True
112,SKU-9922,Aperiam,eletronicos,Genérica,1717.8,643.31,4.06,True
113,SKU-3718,Ea,Roupas,Adidas,313.5,211.45,8.58,True
114,SKU-8679,Est,Roupas,Genérica,1773.44,888.94,4.16,False
115,SKU-1653,Consectetur,Casa,Genérica,1767.9,815.29,3.83,True
116,SKU-1339,Reiciendis,Roupas,Adidas,938.83,300.53,11.37,False
117,SKU-8245,Labore,Roupas,Apple,2090.29,1669.04,6.59,False
118,SKU-8700,Repellat,Roupas,Nike,3877.15,1809.29,10.08,True
119,SKU-9117,Ea,Roupas,Genérica,1339.32,1034.75,12.22,True
120,SKU-6153,Consequatur,Roupas,LG,1835.66,657.09,11.61,True
121,SKU-9889,Cupiditate,Casa,Nike,2640.91,863.85,7.82,False
122,SKU-1845,Dicta,eletronicos,LG,2512.87,1443.92,13.92,False
123,SKU-8941,Cum,Eletrônicos,Samsung,3526.96,2774.21,9.17,True
124,SKU-6091,Nostrum,Beleza,Samsung,2847.84,1640.71,1.49,True
125,SKU-2924,Pariatur,eletronicos,Nike,1861.95,1426.86,4.45,True
126,SKU-8905,Amet,Casa,Apple,1679.5,887.43,2.26,True
127,SKU-9327,Quis,eletronicos,Samsung,3689.82,1616.6,11.87,False
128,SKU-9318,Molestias,Roupas,Samsung,1379.3,608.85,4.55,False
129,SKU-8316,Occaecati,Beleza,Nike,3465.08,1637.47,8.32,False
130,SKU-6272,Voluptates,eletronicos,Genérica,1837.72,770.74,5.81,False
131,SKU-8749,Corporis,Casa,Nike,203.28,161.45,11.91,True
132,SKU-1606,Voluptates,eletronicos,Adidas,1996.45,1562.58,5.05,True
133,SKU-8213,Eaque,Eletrônicos,Adidas,3500.54,2643.68,0.33,True
134,SKU-3529,Unde,Eletrônicos,Nike,1657.62,1145.02,4.05,False
135,SKU-6383,Accusantium,Beleza,Nike,2609.85,2028.04,9.44,False
136,SKU-1588,Ad,Beleza,Samsung,3493.36,1458.08,10.3,True
137,SKU-2480,Asperiores,Casa,Samsung,3989.78,2713.79,10.59,True
138,SKU-5906,Blanditiis,Eletrônicos,Samsung,1791.4,827.96,0.94,True
139,SKU-3385,Quibusdam,eletronicos,Adidas,1518.12,768.21,10.26,True
140,SKU-2293,Quidem,Beleza,Nike,704.84,429.85,3.69,True
141,SKU-5161,Quaerat,Casa,LG,951.79,602.88,13.49,False
142,SKU-9955,Beatae,eletronicos,Samsung,3607.8,1879.18,5.25,True
143,SKU-7951,Tempore,Roupas,Nike,2566.59,1854.75,3.07,False
144,SKU-2747,Eveniet,eletronicos,Nike,3417.74,2002.66,8.66,True
145,SKU-7484,Magnam,Roupas,Samsung,117.1,68.27,10.32,True
146,SKU-9138,Fugit,Roupas,Apple,3645.15,2199.97,5.35,True
147,SKU-3240,Praesentium,Eletrônicos,Genérica,2494.94,1554.77,4.7,False
148,SKU-6977,Numquam,eletronicos,Samsung,162.46,122.62,4.97,False
149,SKU-3165,Numquam,Beleza,LG,727.29,411.23,13.71,True
150,SKU-8894,Repudiandae,Roupas,Genérica,1050.17,772.08,12.08,False
151,SKU-3306,Nulla,eletronicos,Genérica,3852.69,2550.9,14.7,True
152,SKU-7464,Necessitatibus,Eletrônicos,LG,388.5,220.78,6.88,True
153,SKU-7086,Ullam,Eletrônicos,Genérica,2350.7,980.03,0.47,True
154,SKU-4626,Iure,Eletrônicos,Genérica,3663.57,2608.19,13.65,True
155,SKU-2911,Voluptatum,eletronicos,Samsung,2607.48,2015.92,4.64,False
156,SKU-4846,Asperiores,Beleza,Apple,491.0,242.71,5.63,False
157,SKU-3531,Sint,Casa,Genérica,2361.74,825.45,7.39,False
158,SKU-5583,Harum,Eletrônicos,Genérica,3758.04,1823.65,6.71,True
159,SKU-2627,Saepe,Roupas,Adidas,3426.14,2572.51,9.71,True
160,SKU-4109,Quam,Eletrônicos,Nike,1610.61,557.01,3.26,True
161,SKU-6464,Expedita,eletronicos,Apple,230.8,160.05,3.16,True
162,SKU-4817,Officiis,Roupas,Apple,2357.94,1637.17,8.98,True
163,SKU-3370,Dolore,eletronicos,Adidas,3437.87,1462.22,2.7,True
164,SKU-6869,Exercitationem,eletronicos,Adidas,553.26,255.54,2.7,True
165,SKU-7897,Quia,Beleza,Samsung,533.23,358.78,7.2,True
166,SKU-2786,Dicta,Casa,Adidas,2067.55,849.3,9.27,True
167,SKU-1510,Sit,Eletrônicos,Nike,1848.43,1337.61,6.45,True
168,SKU-8267,In,Eletrônicos,Samsung,1976.37,911.22,2.31,True
169,SKU-9984,Itaque,Roupas,Nike,1121.81,894.44,8.01,False
170,SKU-8048,Quibusdam,Eletrônicos,Genérica,2037.04,727.64,9.86,True
171,SKU-4743,Deleniti,Casa,LG,1737.38,1239.98,6.04,True
172,SKU-6120,Consequatur,Roupas,LG,1270.82,987.17,10.33,False
173,SKU-2398,Illum,Eletrônicos,Nike,296.52,103.27,11.11,True
174,SKU-6400,Omnis,Eletrônicos,Nike,2238.79,1067.45,10.01,False
175,SKU-1842,Aut,Roupas,Adidas,3476.33,1585.98,1.64,True
176,SKU-8900,Temporibus,eletronicos,Samsung,644.28,306.07,8.39,True
177,SKU-4705,Autem,Casa,Adidas,3057.54,2407.12,12.29,True
178,SKU-5381,Enim,Eletrônicos,Apple,2447.71,1068.76,11.46,True
179,SKU-3972,Dignissimos,eletronicos,Adidas,1423.56,894.95,1.14,True
180,SKU-9691,Accusamus,eletronicos,Nike,394.28,201.05,5.18,True
181,SKU-6314,Ullam,Beleza,Adidas,1267.2,433.99,0.88,True
182,SKU-1815,Alias,Eletrônicos,LG,3025.11,1577.77,6.42,False
183,SKU-4531,Ut,Beleza,Samsung,1674.31,791.26,1.75,False
184,SKU-6053,Dolores,Eletrônicos,Apple,2121.93,1055.94,9.03,True
185,SKU-4460,Deserunt,eletronicos,LG,841.56,374.26,1.89,False
186,SKU-3878,Quasi,eletronicos,Nike,2995.65,1696.41,3.53,True
187,SKU-1693,Aspernatur,Casa,Samsung,316.14,167.52,1.26,True
188,SKU-7626,Ex,Casa,LG,2315.76,828.09,0.41,True
189,SKU-8538,Modi,Roupas,Samsung,712.34,369.24,1.68,False
190,SKU-9584,Ut,Eletrônicos,Nike,2367.82,1740.97,11.21,True
191,SKU-3754,Illo,Eletrônicos,Adidas,1352.28,833.83,8.01,True
192,SKU-6724,Maiores,Roupas,Genérica,3626.51,2825.46,9.72,True
193,SKU-3399,Veritatis,Roupas,Apple,967.99,374.37,2.38,True
194,SKU-9095,Perferendis,Casa,Adidas,733.27,498.58,6.79,True
195,SKU-6179,Consequuntur,eletronicos,Nike,3461.06,1156.49,6.69,True
196,SKU-1920,Perferendis,Roupas,Adidas,3191.43,1075.82,6.98,True
197,SKU-5703,Maxime,Eletrônicos,Genérica,255.85,187.32,12.84,False
198,SKU-1672,Quo,Casa,Adidas,1866.97,1168.57,4.89,False
199,SKU-2013,Repudiandae,Casa,Samsung,2020.43,1425.38,12.58,True
200,SKU-3827,Explicabo,Eletrônicos,Apple,2033.06,1329.24,14.87,True
201,SKU-5634,Labore,Casa,Nike,1474.67,1013.44,10.22,True
202,SKU-6482,Fuga,Eletrônicos,LG,3163.23,1098.44,10.21,True
203,SKU-3463,Sequi,Roupas,Samsung,1030.42,609.36,2.21,True
204,SKU-7421,Quaerat,eletronicos,Adidas,1261.62,825.63,1.36,False
205,SKU-6381,Unde,eletronicos,Genérica,2584.67,1683.69,14.21,True
206,SKU-7937,Ad,Beleza,LG,2594.72,802.07,4.7,True
207,SKU-8967,Inventore,eletronicos,Apple,1386.68,1109.33,2.41,True
208,SKU-2657,Illum,Beleza,Adidas,3382.38,2427.06,13.27,True
209,SKU-3147,Nam,Beleza,Nike,2657.86,1002.35,2.79,True
210,SKU-1715,Voluptas,Casa,LG,2893.1,1846.32,3.64,False
211,SKU-8355,Voluptatum,eletronicos,Adidas,2454.06,1029.69,14.49,False
212,SKU-4178,Sit,Roupas,Genérica,3618.78,2799.36,14.77,False
213,SKU-7256,Est,Beleza,Adidas,3084.67,1571.12,2.51,True
214,SKU-3267,Eius,Roupas,Samsung,3211.0,1992.71,13.12,True
215,SKU-9452,Nobis,Eletrônicos,LG,2854.26,975.98,2.49,False
216,SKU-3414,Voluptate,Casa,Samsung,3624.07,2802.15,3.41,False
217,SKU-1436,Commodi,Casa,Samsung,3541.98,1764.71,5.67,False
218,SKU-7142,Fuga,eletronicos,Samsung,3978.27,1827.39,1.58,True
219,SKU-3254,Voluptatibus,Eletrônicos,LG,3171.78,2406.42,7.14,True
220,SKU-8685,Iure,Casa,Adidas,3042.6,920.77,1.28,True
221,SKU-3449,Doloribus,Beleza,Genérica,886.15,535.62,6.41,True
222,SKU-2996,Blanditiis,Eletrônicos,Apple,973.43,496.37,11.93,False
223,SKU-9189,Dicta,Beleza,Adidas,279.34,86.1,7.78,True
224,SKU-5772,Tempore,Casa,Samsung,2882.62,1750.92,3.68,False
225,SKU-2402,Non,Beleza,LG,773.64,258.27,7.94,True
226,SKU-8702,Vel,Eletrônicos,Genérica,1580.1,779.69,5.66,True
227,SKU-2106,Minus,Roupas,Apple,1447.66,964.82,9.46,True
228,SKU-6772,Veritatis,Beleza,LG,559.64,395.53,2.71,False
229,SKU-8840,Ab,eletronicos,Apple,3923.85,1300.95,11.67,False
230,SKU-4302,Assumenda,Eletrônicos,Apple,176.83,131.36,4.8,True
231,SKU-9897,Velit,Casa,LG,2076.07,660.84,9.74,True
232,SKU-1783,Sunt,Roupas,LG,1447.19,524.23,5.58,False
233,SKU-7334,Quos,Roupas,Apple,2980.93,1633.85,7.51,True
234,SKU-7955,Quam,Eletrônicos,Nike,3210.56,1930.27,12.35,True
235,SKU-2311,Ipsum,Roupas,Genérica,1305.21,584.5,6.74,False
236,SKU-8272,Modi,Roupas,Nike,691.58,222.12,13.06,True
237,SKU-8126,Saepe,Roupas,Genérica,2470.96,1952.09,14.22,True
238,SKU-7655,Sapiente,Roupas,Adidas,2694.6,1887.7,10.22,True
239,SKU-8179,Quae,Eletrônicos,Apple,596.83,199.11,11.7,True
240,SKU-1530,Quos,Beleza,Apple,1467.74,938.66,14.24,True
241,SKU-2259,Magni,Beleza,Apple,1792.44,1012.24,6.03,True
242,SKU-2858,Minus,Eletrônicos,Genérica,1020.96,401.26,7.81,True
243,SKU-5264,Veniam,Casa,Apple,1069.25,853.46,4.36,False
244,SKU-3223,Est,Eletrônicos,Nike,824.71,318.61,10.73,True
245,SKU-6236,Est,Roupas,Genérica,3247.74,1079.77,8.18,True
246,SKU-3852,Perferendis,Roupas,Adidas,3409.91,1405.29,14.78,True
247,SKU-9094,Qui,Eletrônicos,LG,969.84,559.61,5.6,True
248,SKU-2412,Porro,Eletrônicos,LG,2459.43,1227.45,10.78,False
249,SKU-7708,Iusto,Beleza,Samsung,2117.01,767.76,4.82,True
250,SKU-9476,Delectus,Roupas,Apple,1816.4,1342.28,11.73,True
251,SKU-3114,Velit,Casa,Adidas,3078.09,2325.06,0.93,True
252,SKU-5982,Provident,eletronicos,Apple,2086.87,962.73,10.67,True
253,SKU-9501,Optio,Roupas,Samsung,3791.51,1612.54,9.56,True
254,SKU-5961,Non,Beleza,Adidas,526.93,182.69,9.65,True
255,SKU-6531,Maiores,Beleza,Samsung,709.67,505.72,0.52,True
256,SKU-5336,Libero,eletronicos,Adidas,3795.73,1929.34,9.62,False
257,SKU-9938,Iusto,Roupas,Genérica,3559.32,2770.31,7.3,False
258,SKU-2195,Neque,Eletrônicos,Apple,1210.81,629.38,7.32,True
259,SKU-3353,Facere,Roupas,Genérica,1380.56,634.59,14.82,True
260,SKU-3142,Eos,Roupas,Adidas,3902.24,2266.52,4.85,False
261,SKU-8366,Libero,eletronicos,Apple,516.41,179.92,4.42,False
262,SKU-7850,Quis,eletronicos,Apple,3460.73,2445.83,14.01,True
263,SKU-3610,Doloribus,Casa,Adidas,783.64,418.0,13.2,False
264,SKU-7442,Pariatur,Beleza,Nike,122.01,95.58,3.31,True
265,SKU-5609,Ea,Casa,Adidas,223.17,165.41,9.85,False
266,SKU-1133,Alias,Eletrônicos,Nike,1164.42,427.3,4.04,True
267,SKU-6995,Dicta,Eletrônicos,Nike,3062.51,997.09,8.47,True
268,SKU-2204,Illo,Casa,Adidas,2226.3,1169.2,8.29,True
269,SKU-2584,Provident,Casa,LG,540.79,377.18,5.15,True
270,SKU-4261,Delectus,Beleza,Adidas,3027.21,1515.71,0.7,True
271,SKU-6456,Asperiores,Casa,Adidas,574.03,303.37,9.13,True
272,SKU-6218,Cupiditate,eletronicos,Nike,1332.02,1059.37,11.12,True
273,SKU-9311,Debitis,Beleza,Adidas,2387.09,1300.78,8.49,False
274,SKU-7035,Ipsa,Roupas,Genérica,3268.52,1159.68,6.31,True
275,SKU-1436,Autem,Beleza,Nike,3193.12,1381.87,9.87,True
276,SKU-8871,Perspiciatis,eletronicos,Adidas,2893.96,1778.37,9.33,False
277,SKU-4968,Pariatur,Eletrônicos,Adidas,616.67,477.37,1.74,True
278,SKU-7861,Voluptatibus,eletronicos,Nike,1780.92,1149.14,6.21,False
279,SKU-2020,Omnis,eletronicos,Adidas,3495.09,1410.86,4.94,False
280,SKU-6140,Sequi,eletronicos,Nike,2116.14,1599.94,5.2,True
281,SKU-5331,Quos,Beleza,Nike,2713.2,1074.78,3.77,True
282,SKU-5876,Dolorem,Roupas,Genérica,922.72,372.45,10.6,True
283,SKU-5480,Ex,Roupas,Samsung,1934.82,1135.23,8.19,False
284,SKU-3399,Tenetur,Roupas,Samsung,3278.96,1455.25,10.74,True
285,SKU-5201,Commodi,Casa,Apple,3698.32,1483.15,8.12,True
286,SKU-4920,Dicta,eletronicos,Samsung,574.97,365.06,8.01,True
287,SKU-7771,At,Roupas,Genérica,238.39,127.83,10.25,True
288,SKU-3587,Numquam,Casa,Genérica,50.57,38.81,13.19,False
289,SKU-5706,Saepe,Roupas,LG,2612.64,1627.54,13.63,True
290,SKU-4804,Excepturi,Beleza,Genérica,2619.63,1733.04,14.06,True
291,SKU-3880,Illo,Eletrônicos,Nike,1689.0,1172.14,2.88,True
292,SKU-1151,Laboriosam,Roupas,Adidas,3510.67,2111.29,13.93,True
293,SKU-9901,Molestiae,Beleza,Nike,1159.71,863.55,2.1,False
294,SKU-2845,Fugiat,Roupas,Apple,1113.16,740.88,9.76,True
295,SKU-6523,Ad,Roupas,Adidas,85.91,54.74,2.98,False
296,SKU-9442,Iste,Roupas,Samsung,3313.15,1657.96,1.52,True
297,SKU-5064,Mollitia,Eletrônicos,LG,1925.49,946.93,6.76,True
298,SKU-5947,Ipsam,Beleza,Genérica,3817.52,2238.74,4.0,True
299,SKU-2017,Eum,Eletrônicos,Nike,2780.29,1260.59,6.14,True
300,SKU-5833,Cupiditate,Roupas,Adidas,2770.45,1137.06,14.36,False
301,SKU-7121,Incidunt,Casa,Genérica,638.15,366.69,7.12,True
302,SKU-2341,Possimus,Beleza,Nike,3054.58,1723.05,5.49,True
303,SKU-9972,Accusantium,Beleza,Apple,275.18,161.35,2.33,True
304,SKU-8239,Nam,Eletrônicos,Genérica,3422.31,1378.17,8.79,True
305,SKU-8298,Similique,Eletrônicos,Nike,3598.59,1316.98,6.29,True
306,SKU-6049,Iste,Eletrônicos,Nike,2248.42,960.59,0.14,True
307,SKU-1742,Temporibus,Casa,LG,2325.9,1512.28,8.16,True
308,SKU-2130,Optio,Casa,Samsung,3740.29,1658.99,2.78,True
309,SKU-7887,Autem,Roupas,Nike,3070.34,1609.68,13.77,False
310,SKU-9835,Dolor,eletronicos,Genérica,1521.31,1110.78,1.87,False
311,SKU-4648,Illo,Eletrônicos,Samsung,2129.5,1680.7,7.0,False
312,SKU-4762,Iusto,eletronicos,Nike,2141.78,1013.23,4.21,True
313,SKU-7868,Quod,Beleza,Samsung,157.9,66.37,1.1,True
314,SKU-1797,Quidem,eletronicos,Genérica,1802.37,580.58,6.64,True
315,SKU-1924,Cupiditate,eletronicos,Adidas,3024.91,2410.07,3.59,True
316,SKU-6253,Corporis,eletronicos,LG,2322.58,1714.36,14.79,True
317,SKU-5508,Quidem,Eletrônicos,Adidas,1671.83,1294.43,13.21,True
318,SKU-7999,Laudantium,Beleza,Nike,2515.19,813.52,5.23,False
319,SKU-6222,Expedita,Casa,Nike,3149.64,1179.88,5.71,False
320,SKU-4692,Labore,Roupas,Genérica,986.64,367.2,7.0,True
321,SKU-7824,Animi,Beleza,Adidas,2262.67,830.51,3.72,True
322,SKU-2295,Sed,Casa,LG,1341.14,464.35,10.9,True
323,SKU-7179,Corrupti,Beleza,Adidas,234.6,75.02,1.18,True
324,SKU-6455,Sint,Roupas,Samsung,1933.19,784.69,2.93,True
325,SKU-8846,Et,eletronicos,Genérica,2995.11,1803.66,3.15,True
326,SKU-5637,Reiciendis,Casa,Nike,2221.75,1259.35,5.45,True
327,SKU-9147,Voluptates,Casa,Samsung,1457.79,1022.51,10.86,True
328,SKU-7073,Dignissimos,Roupas,Nike,3659.89,1181.62,12.97,True
329,SKU-7841,Dicta,Roupas,Apple,94.39,37.58,3.53,True
330,SKU-6530,Eius,Roupas,Nike,2012.23,1576.09,9.66,False
331,SKU-6770,Eligendi,eletronicos,Apple,1859.49,1227.56,7.38,True
332,SKU-2217,Eveniet,Eletrônicos,Samsung,2110.06,1068.1,12.65,True
333,SKU-3474,Molestias,Eletrônicos,Apple,299.83,165.77,5.66,False
334,SKU-1257,Similique,Eletrônicos,Adidas,2647.36,1524.41,0.28,True
335,SKU-5697,Expedita,Eletrônicos,Adidas,2156.88,1524.01,10.14,True
336,SKU-2578,Molestiae,Beleza,Apple,454.86,191.26,9.33,True
337,SKU-5379,Ducimus,Casa,Samsung,3266.4,1589.19,6.15,True
338,SKU-4700,Perspiciatis,Roupas,Genérica,3961.23,2828.44,1.3,True
339,SKU-7213,Amet,Casa,Adidas,401.2,215.85,9.59,True
340,SKU-8109,Nam,Roupas,Adidas,358.26,282.55,14.61,True
341,SKU-8790,Aliquid,Roupas,Samsung,942.17,718.01,10.3,True
342,SKU-1539,Consequuntur,eletronicos,LG,3600.27,1108.27,3.19,True
343,SKU-7525,Odit,Eletrônicos,LG,3016.45,1149.95,3.68,False
344,SKU-9856,Ipsam,Roupas,Nike,2717.83,1842.16,2.19,True
345,SKU-6666,Quas,Eletrônicos,Samsung,2018.15,1046.5,12.6,True
346,SKU-7499,Illum,Roupas,Samsung,2432.52,1501.01,11.77,False
347,SKU-6829,Harum,Beleza,Nike,1977.7,1020.34,10.23,False
348,SKU-5839,Quas,eletronicos,Genérica,370.21,124.67,4.09,False
349,SKU-3527,Perferendis,Casa,LG,2855.36,1371.57,1.46,True
350,SKU-5419,Optio,Eletrônicos,Apple,1795.6,617.06,6.52,False
351,SKU-2468,Qui,Roupas,Adidas,440.07,152.5,9.01,True
352,SKU-1202,Sit,Roupas,Nike,3458.96,1708.38,1.36,True
353,SKU-3778,Quidem,Casa,Apple,2300.68,849.92,4.59,False
